% number of nodes
39
% number of vehicles
7
% for each vehicle: vehicle index, home node, starting time, capacity
1,8,102,13200
2,13,72,13200
3,31,49,16500
4,14,0,16500
5,12,0,24000
6,12,0,24000
7,27,39,5800
% number of calls
35
% for each vehicle, vehicle index, and then a list of calls that can be transported using that vehicle
1,1,2,4,8,9,10,11,12,13,14,17,18,20,21,22,24,26,27,28,29,30,31,33,35
2,1,2,4,5,8,9,10,11,12,13,14,17,18,20,21,22,23,24,26,27,29,30,31,33,34,35
3,1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,35
4,1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
5,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
6,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
7,1,8,12,13,14,18,21,28,29,31,35
% for each call: call index, origin node, destination node, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
1,10,38,3838,486864,981,1053,981,1501
2,29,17,7822,867452,852,924,852,1417
3,17,39,15456,573117,184,256,184,779
4,29,27,12362,571695,1248,1320,1248,1790
5,4,34,3136,269649,123,195,123,577
6,11,35,5682,450486,0,72,0,624
7,31,36,2330,512866,12,84,12,506
8,30,36,4364,592380,606,678,606,1336
9,1,17,9121,360621,1160,1232,1160,1576
10,34,8,10786,565067,536,608,536,1167
11,11,34,9567,372154,667,739,667,1099
12,10,14,5315,525320,151,223,151,947
13,29,36,5016,602162,199,271,199,708
14,29,27,2639,406999,637,709,637,1204
15,30,34,15891,488559,948,1020,948,1510
16,33,36,14908,328658,406,478,406,874
17,33,34,12383,452354,243,315,243,721
18,31,37,5193,636144,310,382,310,888
19,30,37,6711,1076675,16,88,16,666
20,4,6,10132,598184,757,829,757,1294
21,14,19,4421,308776,118,190,118,554
22,30,27,10542,538145,591,663,591,1089
23,12,1,11485,527497,67,139,67,551
24,29,35,7054,471006,693,765,693,1543
25,1,39,14539,783125,82,154,82,619
26,10,38,10285,522062,1166,1238,1166,1676
27,6,12,7463,472249,907,979,907,1390
28,24,1,2421,384218,54,126,54,457
29,11,34,2934,426236,465,537,465,1327
30,10,35,9638,620211,414,486,414,978
31,10,37,3299,538409,1104,1176,1104,1670
32,29,12,14049,524063,960,1032,960,1422
33,9,5,11410,596814,820,892,820,1324
34,31,37,9428,520594,60,132,60,801
35,33,39,2377,351367,426,498,426,840
% travel times and costs: vehicle, origin node, destination node, travel time (in minutes), travel cost (in Euro)
6,21,31,23,15194
7,21,31,20,7026
1,21,32,92,62667
2,21,32,92,62667
3,21,32,86,50716
4,21,32,86,50716
5,21,32,104,69505
6,21,32,104,69505
7,21,32,92,32141
1,21,33,18,12457
2,21,33,18,12457
3,21,33,17,10081
4,21,33,17,10081
5,21,33,21,13816
6,21,33,21,13816
7,21,33,18,6389
1,21,34,85,57932
2,21,34,85,57932
3,21,34,79,46884
4,21,34,79,46884
5,21,34,96,64253
6,21,34,96,64253
7,21,34,85,29713
1,21,35,124,84082
2,21,35,124,84082
3,21,35,115,68047
4,21,35,115,68047
5,21,35,139,93257
6,21,35,139,93257
7,21,35,124,43125
1,21,36,82,55943
2,21,36,82,55943
3,21,36,77,45275
4,21,36,77,45275
5,21,36,93,62048
6,21,36,93,62048
7,21,36,82,28693
1,21,37,142,96144
2,21,37,142,96144
3,21,37,132,77809
4,21,37,132,77809
5,21,37,159,106635
6,21,37,159,106635
7,21,37,142,49312
1,21,38,136,92222
2,21,38,136,92222
3,21,38,127,74635
4,21,38,127,74635
5,21,38,153,102285
6,21,38,153,102285
7,21,38,136,47300
1,21,39,84,56897
2,21,39,84,56897
3,21,39,78,46047
4,21,39,78,46047
5,21,39,94,63106
6,21,39,94,63106
7,21,39,84,29182
1,22,1,21,14128
2,22,1,21,14128
3,22,1,19,11434
4,22,1,19,11434
5,22,1,23,15670
6,22,1,23,15670
7,22,1,21,7246
1,22,2,87,59080
2,22,2,87,59080
3,22,2,81,47813
4,22,2,81,47813
5,22,2,98,65527
6,22,2,98,65527
7,22,2,87,30302
1,22,3,35,23980
2,22,3,35,23980
3,22,3,33,19407
4,22,3,33,19407
5,22,3,40,26596
6,22,3,40,26596
7,22,3,35,12299
1,22,4,150,101837
2,22,4,150,101837
3,22,4,140,82417
4,22,4,140,82417
5,22,4,169,112949
6,22,4,169,112949
7,22,4,150,52231
1,22,5,83,56049
2,22,5,83,56049
3,22,5,77,45361
4,22,5,77,45361
5,22,5,93,62165
6,22,5,93,62165
7,22,5,83,28747
1,22,6,40,26961
2,22,6,40,26961
3,22,6,37,21819
4,22,6,37,21819
5,22,6,45,29902
6,22,6,45,29902
7,22,6,40,13828
1,22,7,38,25494
2,22,7,38,25494
3,22,7,35,20632
4,22,7,35,20632
5,22,7,42,28276
6,22,7,42,28276
7,22,7,38,13076
1,22,8,19,12955
2,22,8,19,12955
3,22,8,18,10485
4,22,8,18,10485
5,22,8,21,14369
6,22,8,21,14369
7,22,8,19,6645
1,22,9,39,26506
2,22,9,39,26506
3,22,9,36,21451
4,22,9,36,21451
5,22,9,44,29398
6,22,9,44,29398
7,22,9,39,13595
1,22,10,132,89811
2,22,10,132,89811
3,22,10,123,72684
4,22,10,123,72684
5,22,10,149,99611
6,22,10,149,99611
7,22,10,132,46063
1,22,11,126,85489
2,22,11,126,85489
3,22,11,117,69186
4,22,11,117,69186
5,22,11,142,94817
6,22,11,142,94817
7,22,11,126,43846
1,22,12,79,53802
2,22,12,79,53802
3,22,12,74,43542
4,22,12,74,43542
5,22,12,89,59672
6,22,12,89,59672
7,22,12,79,27594
1,22,13,75,50574
2,22,13,75,50574
3,22,13,69,40929
4,22,13,69,40929
5,22,13,84,56092
6,22,13,84,56092
7,22,13,75,25939
1,22,14,40,27084
2,22,14,40,27084
3,22,14,37,21919
4,22,14,37,21919
5,22,14,45,30039
6,22,14,45,30039
7,22,14,40,13891
1,22,15,44,29687
2,22,15,44,29687
3,22,15,41,24026
4,22,15,41,24026
5,22,15,49,32927
6,22,15,49,32927
7,22,15,44,15226
1,22,16,38,25474
2,22,16,38,25474
3,22,16,35,20616
4,22,16,35,20616
5,22,16,42,28253
6,22,16,42,28253
7,22,16,38,13065
1,22,17,20,13561
2,22,17,20,13561
3,22,17,19,10975
4,22,17,19,10975
5,22,17,22,15041
6,22,17,22,15041
7,22,17,20,6956
1,22,18,74,50222
2,22,18,74,50222
3,22,18,69,40645
4,22,18,69,40645
5,22,18,83,55702
6,22,18,83,55702
7,22,18,74,25759
1,22,19,34,23260
2,22,19,34,23260
3,22,19,32,18824
4,22,19,32,18824
5,22,19,39,25798
6,22,19,39,25798
7,22,19,34,11930
1,22,20,112,75683
2,22,20,112,75683
3,22,20,104,61250
4,22,20,104,61250
5,22,20,125,83941
6,22,20,125,83941
7,22,20,112,38817
1,22,21,113,76950
2,22,21,113,76950
3,22,21,106,62275
4,22,21,106,62275
5,22,21,128,85347
6,22,21,128,85347
7,22,21,113,39467
1,22,22,0,0
2,22,22,0,0
3,22,22,0,0
4,22,22,0,0
5,22,22,0,0
6,22,22,0,0
7,22,22,0,0
1,22,23,2,1403
2,22,23,2,1403
3,22,23,2,1135
4,22,23,2,1135
5,22,23,2,1556
6,22,23,2,1556
7,22,23,2,719
1,22,24,0,0
2,22,24,0,0
3,22,24,0,0
4,22,24,0,0
5,22,24,0,0
6,22,24,0,0
7,22,24,0,0
1,22,25,114,77548
2,22,25,114,77548
3,22,25,106,62759
4,22,25,106,62759
5,22,25,129,86010
6,22,25,129,86010
7,22,25,114,39774
1,22,26,43,29125
2,22,26,43,29125
3,22,26,40,23571
4,22,26,40,23571
5,22,26,48,32303
6,22,26,48,32303
7,22,26,43,14938
1,22,27,24,16404
2,22,27,24,16404
3,22,27,23,13275
4,22,27,23,13275
5,22,27,27,18194
6,22,27,27,18194
7,22,27,24,8413
1,22,28,61,41066
2,22,28,61,41066
3,22,28,56,33235
4,22,28,56,33235
5,22,28,68,45548
6,22,28,68,45548
7,22,28,61,21063
1,22,29,161,109231
2,22,29,161,109231
3,22,29,150,88400
4,22,29,150,88400
5,22,29,181,121149
6,22,29,181,121149
7,22,29,161,56023
1,22,30,86,58415
2,22,30,86,58415
3,22,30,80,47275
4,22,30,80,47275
5,22,30,97,64789
6,22,30,97,64789
7,22,30,86,29961
1,22,31,95,64779
2,22,31,95,64779
3,22,31,89,52426
4,22,31,89,52426
5,22,31,107,71848
6,22,31,107,71848
7,22,31,95,33225
1,22,32,24,16168
2,22,32,24,16168
3,22,32,22,13085
4,22,32,22,13085
5,22,32,27,17932
6,22,32,27,17932
7,22,32,24,8293
1,22,33,129,87888
2,22,33,129,87888
3,22,33,121,71128
4,22,33,121,71128
5,22,33,146,97478
6,22,33,146,97478
7,22,33,129,45077
1,22,34,196,133363
2,22,34,196,133363
3,22,34,183,107931
4,22,34,183,107931
5,22,34,221,147915
6,22,34,221,147915
7,22,34,196,68401
1,22,35,235,159513
2,22,35,235,159513
3,22,35,219,129094
4,22,35,219,129094
5,22,35,264,176919
6,22,35,264,176919
7,22,35,235,81813
1,22,36,194,131375
2,22,36,194,131375
3,22,36,180,106321
4,22,36,180,106321
5,22,36,218,145710
6,22,36,218,145710
7,22,36,194,67381
1,22,37,253,171576
2,22,37,253,171576
3,22,37,235,138856
4,22,37,235,138856
5,22,37,284,190297
6,22,37,284,190297
7,22,37,253,88000
1,22,38,247,167654
2,22,38,247,167654
3,22,38,230,135681
4,22,38,230,135681
5,22,38,278,185947
6,22,38,278,185947
7,22,38,247,85988
1,22,39,195,132329
2,22,39,195,132329
3,22,39,182,107093
4,22,39,182,107093
5,22,39,219,146768
6,22,39,219,146768
7,22,39,195,67870
1,23,1,19,12941
2,23,1,19,12941
3,23,1,18,10473
4,23,1,18,10473
5,23,1,21,14353
6,23,1,21,14353
7,23,1,19,6637
1,23,2,85,57893
2,23,2,85,57893
3,23,2,79,46853
4,23,2,79,46853
5,23,2,96,64210
6,23,2,96,64210
7,23,2,85,29693
1,23,3,34,22793
2,23,3,34,22793
3,23,3,31,18446
4,23,3,31,18446
5,23,3,38,25280
6,23,3,38,25280
7,23,3,34,11690
1,23,4,148,100651
2,23,4,148,100651
3,23,4,138,81456
4,23,4,138,81456
5,23,4,167,111633
6,23,4,167,111633
7,23,4,148,51623
1,23,5,81,54863
2,23,5,81,54863
3,23,5,75,44400
4,23,5,75,44400
5,23,5,91,60849
6,23,5,91,60849
7,23,5,81,28139
1,23,6,38,25774
2,23,6,38,25774
3,23,6,35,20859
4,23,6,35,20859
5,23,6,43,28586
6,23,6,43,28586
7,23,6,38,13219
1,23,7,36,24308
2,23,7,36,24308
3,23,7,33,19672
4,23,7,33,19672
5,23,7,40,26960
6,23,7,40,26960
7,23,7,36,12467
1,23,8,17,11769
2,23,8,17,11769
3,23,8,16,9524
4,23,8,16,9524
5,23,8,20,13053
6,23,8,20,13053
7,23,8,17,6036
1,23,9,37,25319
2,23,9,37,25319
3,23,9,35,20491
4,23,9,35,20491
5,23,9,42,28082
6,23,9,42,28082
7,23,9,37,12986
1,23,10,131,88624
2,23,10,131,88624
3,23,10,122,71723
4,23,10,122,71723
5,23,10,147,98295
6,23,10,147,98295
7,23,10,131,45455
1,23,11,124,84302
2,23,11,124,84302
3,23,11,116,68225
4,23,11,116,68225
5,23,11,140,93501
6,23,11,140,93501
7,23,11,124,43238
1,23,12,78,52615
2,23,12,78,52615
3,23,12,72,42581
4,23,12,72,42581
5,23,12,87,58356
6,23,12,87,58356
7,23,12,78,26986
1,23,13,73,49387
2,23,13,73,49387
3,23,13,68,39969
4,23,13,68,39969
5,23,13,82,54776
6,23,13,82,54776
7,23,13,73,25330
1,23,14,38,25897
2,23,14,38,25897
3,23,14,36,20959
4,23,14,36,20959
5,23,14,43,28723
6,23,14,43,28723
7,23,14,38,13283
1,23,15,42,28501
2,23,15,42,28501
3,23,15,39,23065
4,23,15,39,23065
5,23,15,47,31610
6,23,15,47,31610
7,23,15,42,14618
1,23,16,36,24287
2,23,16,36,24287
3,23,16,33,19655
4,23,16,33,19655
5,23,16,40,26937
6,23,16,40,26937
7,23,16,36,12456
1,23,17,18,12375
2,23,17,18,12375
3,23,17,17,10015
4,23,17,17,10015
5,23,17,21,13725
6,23,17,21,13725
7,23,17,18,6347
1,23,18,72,49035
2,23,18,72,49035
3,23,18,67,39684
4,23,18,67,39684
5,23,18,81,54386
6,23,18,81,54386
7,23,18,72,25150
1,23,19,33,22073
2,23,19,33,22073
3,23,19,30,17864
4,23,19,30,17864
5,23,19,37,24482
6,23,19,37,24482
7,23,19,33,11321
1,23,20,110,74496
2,23,20,110,74496
3,23,20,102,60290
4,23,20,102,60290
5,23,20,123,82625
6,23,20,123,82625
7,23,20,110,38208
1,23,21,112,75763
2,23,21,112,75763
3,23,21,104,61315
4,23,21,104,61315
5,23,21,126,84030
6,23,21,126,84030
7,23,21,112,38858
1,23,22,2,1403
2,23,22,2,1403
3,23,22,2,1135
4,23,22,2,1135
5,23,22,2,1556
6,23,22,2,1556
7,23,22,2,719
1,23,23,0,0
2,23,23,0,0
3,23,23,0,0
4,23,23,0,0
5,23,23,0,0
6,23,23,0,0
7,23,23,0,0
1,23,24,2,1403
2,23,24,2,1403
3,23,24,2,1135
4,23,24,2,1135
5,23,24,2,1556
6,23,24,2,1556
7,23,24,2,719
1,23,25,113,76361
2,23,25,113,76361
3,23,25,105,61799
4,23,25,105,61799
5,23,25,127,84693
6,23,25,127,84693
7,23,25,113,39165
1,23,26,41,27938
2,23,26,41,27938
3,23,26,38,22611
4,23,26,38,22611
5,23,26,46,30987
6,23,26,46,30987
7,23,26,41,14329
1,23,27,22,15217
2,23,27,22,15217
3,23,27,21,12315
4,23,27,21,12315
5,23,27,25,16877
6,23,27,25,16877
7,23,27,22,7805
1,23,28,59,39880
2,23,28,59,39880
3,23,28,55,32274
4,23,28,55,32274
5,23,28,66,44231
6,23,28,66,44231
7,23,28,59,20454
1,23,29,159,108044
2,23,29,159,108044
3,23,29,148,87440
4,23,29,148,87440
5,23,29,179,119833
6,23,29,179,119833
7,23,29,159,55415
1,23,30,84,57228
2,23,30,84,57228
3,23,30,78,46315
4,23,30,78,46315
5,23,30,95,63473
6,23,30,95,63473
7,23,30,84,29352
1,23,31,94,63593
2,23,31,94,63593
3,23,31,87,51465
4,23,31,87,51465
5,23,31,105,70532
6,23,31,105,70532
7,23,31,94,32616
1,23,32,22,14981
2,23,32,22,14981
3,23,32,21,12124
4,23,32,21,12124
5,23,32,25,16616
6,23,32,25,16616
7,23,32,22,7684
1,23,33,128,86702
2,23,33,128,86702
3,23,33,119,70167
4,23,33,119,70167
5,23,33,144,96162
6,23,33,144,96162
7,23,33,128,44469
1,23,34,195,132177
2,23,34,195,132177
3,23,34,181,106970
4,23,34,181,106970
5,23,34,219,146599
6,23,34,219,146599
7,23,34,195,67792
1,23,35,233,158327
2,23,35,233,158327
3,23,35,217,128133
4,23,35,217,128133
5,23,35,262,175603
6,23,35,262,175603
7,23,35,233,81204
1,23,36,192,130188
2,23,36,192,130188
3,23,36,179,105361
4,23,36,179,105361
5,23,36,216,144394
6,23,36,216,144394
7,23,36,192,66772
1,23,37,251,170389
2,23,37,251,170389
3,23,37,234,137895
4,23,37,234,137895
5,23,37,282,188981
6,23,37,282,188981
7,23,37,251,87391
1,23,38,245,166467
2,23,38,245,166467
3,23,38,228,134721
4,23,38,228,134721
5,23,38,276,184631
6,23,38,276,184631
7,23,38,245,85379
1,23,39,193,131142
2,23,39,193,131142
3,23,39,180,106133
4,23,39,180,106133
5,23,39,217,145452
6,23,39,217,145452
7,23,39,193,67262
1,24,1,21,14128
2,24,1,21,14128
3,24,1,19,11434
4,24,1,19,11434
5,24,1,23,15670
6,24,1,23,15670
7,24,1,21,7246
1,24,2,87,59080
2,24,2,87,59080
3,24,2,81,47813
4,24,2,81,47813
5,24,2,98,65527
6,24,2,98,65527
7,24,2,87,30302
1,24,3,35,23980
2,24,3,35,23980
3,24,3,33,19407
4,24,3,33,19407
5,24,3,40,26596
6,24,3,40,26596
7,24,3,35,12299
1,24,4,150,101837
2,24,4,150,101837
3,24,4,140,82417
4,24,4,140,82417
5,24,4,169,112949
6,24,4,169,112949
7,24,4,150,52231
1,24,5,83,56049
2,24,5,83,56049
3,24,5,77,45361
4,24,5,77,45361
5,24,5,93,62165
6,24,5,93,62165
7,24,5,83,28747
1,24,6,40,26961
2,24,6,40,26961
3,24,6,37,21819
4,24,6,37,21819
5,24,6,45,29902
6,24,6,45,29902
7,24,6,40,13828
1,24,7,38,25494
2,24,7,38,25494
3,24,7,35,20632
4,24,7,35,20632
5,24,7,42,28276
6,24,7,42,28276
7,24,7,38,13076
1,24,8,19,12955
2,24,8,19,12955
3,24,8,18,10485
4,24,8,18,10485
5,24,8,21,14369
6,24,8,21,14369
7,24,8,19,6645
1,24,9,39,26506
2,24,9,39,26506
3,24,9,36,21451
4,24,9,36,21451
5,24,9,44,29398
6,24,9,44,29398
7,24,9,39,13595
1,24,10,132,89811
2,24,10,132,89811
3,24,10,123,72684
4,24,10,123,72684
5,24,10,149,99611
6,24,10,149,99611
7,24,10,132,46063
1,24,11,126,85489
2,24,11,126,85489
3,24,11,117,69186
4,24,11,117,69186
5,24,11,142,94817
6,24,11,142,94817
7,24,11,126,43846
1,24,12,79,53802
2,24,12,79,53802
3,24,12,74,43542
4,24,12,74,43542
5,24,12,89,59672
6,24,12,89,59672
7,24,12,79,27594
1,24,13,75,50574
2,24,13,75,50574
3,24,13,69,40929
4,24,13,69,40929
5,24,13,84,56092
6,24,13,84,56092
7,24,13,75,25939
1,24,14,40,27084
2,24,14,40,27084
3,24,14,37,21919
4,24,14,37,21919
5,24,14,45,30039
6,24,14,45,30039
7,24,14,40,13891
1,24,15,44,29687
2,24,15,44,29687
3,24,15,41,24026
4,24,15,41,24026
5,24,15,49,32927
6,24,15,49,32927
7,24,15,44,15226
1,24,16,38,25474
2,24,16,38,25474
3,24,16,35,20616
4,24,16,35,20616
5,24,16,42,28253
6,24,16,42,28253
7,24,16,38,13065
1,24,17,20,13561
2,24,17,20,13561
3,24,17,19,10975
4,24,17,19,10975
5,24,17,22,15041
6,24,17,22,15041
7,24,17,20,6956
1,24,18,74,50222
2,24,18,74,50222
3,24,18,69,40645
4,24,18,69,40645
5,24,18,83,55702
6,24,18,83,55702
7,24,18,74,25759
1,24,19,34,23260
2,24,19,34,23260
3,24,19,32,18824
4,24,19,32,18824
5,24,19,39,25798
6,24,19,39,25798
7,24,19,34,11930
1,24,20,112,75683
2,24,20,112,75683
3,24,20,104,61250
4,24,20,104,61250
5,24,20,125,83941
6,24,20,125,83941
7,24,20,112,38817
1,24,21,113,76950
2,24,21,113,76950
3,24,21,106,62275
4,24,21,106,62275
5,24,21,128,85347
6,24,21,128,85347
7,24,21,113,39467
1,24,22,0,0
2,24,22,0,0
3,24,22,0,0
4,24,22,0,0
5,24,22,0,0
6,24,22,0,0
7,24,22,0,0
1,24,23,2,1403
2,24,23,2,1403
3,24,23,2,1135
4,24,23,2,1135
5,24,23,2,1556
6,24,23,2,1556
7,24,23,2,719
1,24,24,0,0
2,24,24,0,0
3,24,24,0,0
4,24,24,0,0
5,24,24,0,0
6,24,24,0,0
7,24,24,0,0
1,24,25,114,77548
2,24,25,114,77548
3,24,25,106,62759
4,24,25,106,62759
5,24,25,129,86010
6,24,25,129,86010
7,24,25,114,39774
1,24,26,43,29125
2,24,26,43,29125
3,24,26,40,23571
4,24,26,40,23571
5,24,26,48,32303
6,24,26,48,32303
7,24,26,43,14938
1,24,27,24,16404
2,24,27,24,16404
3,24,27,23,13275
4,24,27,23,13275
5,24,27,27,18194
6,24,27,27,18194
7,24,27,24,8413
1,24,28,61,41066
2,24,28,61,41066
3,24,28,56,33235
4,24,28,56,33235
5,24,28,68,45548
6,24,28,68,45548
7,24,28,61,21063
1,24,29,161,109231
2,24,29,161,109231
3,24,29,150,88400
4,24,29,150,88400
5,24,29,181,121149
6,24,29,181,121149
7,24,29,161,56023
1,24,30,86,58415
2,24,30,86,58415
3,24,30,80,47275
4,24,30,80,47275
5,24,30,97,64789
6,24,30,97,64789
7,24,30,86,29961
1,24,31,95,64779
2,24,31,95,64779
3,24,31,89,52426
4,24,31,89,52426
5,24,31,107,71848
6,24,31,107,71848
7,24,31,95,33225
1,24,32,24,16168
2,24,32,24,16168
3,24,32,22,13085
4,24,32,22,13085
5,24,32,27,17932
6,24,32,27,17932
7,24,32,24,8293
1,24,33,129,87888
2,24,33,129,87888
3,24,33,121,71128
4,24,33,121,71128
5,24,33,146,97478
6,24,33,146,97478
7,24,33,129,45077
1,24,34,196,133363
2,24,34,196,133363
3,24,34,183,107931
4,24,34,183,107931
5,24,34,221,147915
6,24,34,221,147915
7,24,34,196,68401
1,24,35,235,159513
2,24,35,235,159513
3,24,35,219,129094
4,24,35,219,129094
5,24,35,264,176919
6,24,35,264,176919
7,24,35,235,81813
1,24,36,194,131375
2,24,36,194,131375
3,24,36,180,106321
4,24,36,180,106321
5,24,36,218,145710
6,24,36,218,145710
7,24,36,194,67381
1,24,37,253,171576
2,24,37,253,171576
3,24,37,235,138856
4,24,37,235,138856
5,24,37,284,190297
6,24,37,284,190297
7,24,37,253,88000
1,24,38,247,167654
2,24,38,247,167654
3,24,38,230,135681
4,24,38,230,135681
5,24,38,278,185947
6,24,38,278,185947
7,24,38,247,85988
1,24,39,195,132329
2,24,39,195,132329
3,24,39,182,107093
4,24,39,182,107093
5,24,39,219,146768
6,24,39,219,146768
7,24,39,195,67870
1,25,1,98,66498
2,25,1,98,66498
3,25,1,91,53817
4,25,1,91,53817
5,25,1,110,73754
6,25,1,110,73754
7,25,1,98,34106
1,25,2,46,30917
2,25,2,46,30917
3,25,2,42,25021
4,25,2,42,25021
5,25,2,51,34291
6,25,2,51,34291
7,25,2,46,15857
1,25,3,83,56012
2,25,3,83,56012
3,25,3,77,45331
4,25,3,77,45331
5,25,3,93,62124
6,25,3,93,62124
7,25,3,83,28728
1,25,4,36,24705
2,25,4,36,24705
3,25,4,34,19994
4,25,4,34,19994
5,25,4,41,27401
6,25,4,41,27401
7,25,4,36,12671
1,25,5,76,51598
2,25,5,76,51598
3,25,5,71,41758
4,25,5,71,41758
5,25,5,86,57228
6,25,5,86,57228
7,25,5,76,26464
1,25,6,81,55220
2,25,6,81,55220
3,25,6,76,44689
4,25,6,76,44689
5,25,6,92,61245
6,25,6,92,61245
7,25,6,81,28322
1,25,7,78,52778
2,25,7,78,52778
3,25,7,72,42713
4,25,7,72,42713
5,25,7,87,58537
6,25,7,87,58537
7,25,7,78,27070
1,25,8,101,68526
2,25,8,101,68526
3,25,8,94,55458
4,25,8,94,55458
5,25,8,114,76003
6,25,8,114,76003
7,25,8,101,35146
1,25,9,146,99045
2,25,9,146,99045
3,25,9,136,80157
4,25,9,136,80157
5,25,9,164,109852
6,25,9,164,109852
7,25,9,146,50799
1,25,10,19,12679
2,25,10,19,12679
3,25,10,17,10261
4,25,10,17,10261
5,25,10,21,14063
6,25,10,21,14063
7,25,10,19,6503
1,25,11,12,8357
2,25,11,12,8357
3,25,11,11,6763
4,25,11,11,6763
5,25,11,14,9268
6,25,11,14,9268
7,25,11,12,4286
1,25,12,53,35794
2,25,12,53,35794
3,25,12,49,28968
4,25,12,49,28968
5,25,12,59,39699
6,25,12,59,39699
7,25,12,53,18358
1,25,13,53,35879
2,25,13,53,35879
3,25,13,49,29037
4,25,13,49,29037
5,25,13,59,39794
6,25,13,59,39794
7,25,13,53,18402
1,25,14,75,50964
2,25,14,75,50964
3,25,14,70,41245
4,25,14,70,41245
5,25,14,84,56525
6,25,14,84,56525
7,25,14,75,26139
1,25,15,93,62940
2,25,15,93,62940
3,25,15,86,50937
4,25,15,86,50937
5,25,15,104,69808
6,25,15,104,69808
7,25,15,93,32281
1,25,16,79,53733
2,25,16,79,53733
3,25,16,74,43486
4,25,16,74,43486
5,25,16,89,59596
6,25,16,89,59596
7,25,16,79,27559
1,25,17,126,85446
2,25,17,126,85446
3,25,17,117,69151
4,25,17,117,69151
5,25,17,142,94770
6,25,17,142,94770
7,25,17,126,43825
1,25,18,149,100948
2,25,18,149,100948
3,25,18,138,81697
4,25,18,138,81697
5,25,18,167,111963
6,25,18,167,111963
7,25,18,149,51776
1,25,19,111,75055
2,25,19,111,75055
3,25,19,103,60741
4,25,19,103,60741
5,25,19,124,83244
6,25,19,124,83244
7,25,19,111,38495
1,25,20,4,2983
2,25,20,4,2983
3,25,20,4,2414
4,25,20,4,2414
5,25,20,5,3309
6,25,20,5,3309
7,25,20,4,1530
1,25,21,3,1736
2,25,21,3,1736
3,25,21,2,1405
4,25,21,2,1405
5,25,21,3,1925
6,25,21,3,1925
7,25,21,3,890
1,25,22,114,77548
2,25,22,114,77548
3,25,22,106,62759
4,25,22,106,62759
5,25,22,129,86010
6,25,22,129,86010
7,25,22,114,39774
1,25,23,113,76361
2,25,23,113,76361
3,25,23,105,61799
4,25,23,105,61799
5,25,23,127,84693
6,25,23,127,84693
7,25,23,113,39165
1,25,24,114,77548
2,25,24,114,77548
3,25,24,106,62759
4,25,24,106,62759
5,25,24,129,86010
6,25,24,129,86010
7,25,24,114,39774
1,25,25,0,0
2,25,25,0,0
3,25,25,0,0
4,25,25,0,0
5,25,25,0,0
6,25,25,0,0
7,25,25,0,0
1,25,26,77,52602
2,25,26,77,52602
3,25,26,72,42570
4,25,26,72,42570
5,25,26,87,58341
6,25,26,87,58341
7,25,26,77,26979
1,25,27,131,88678
2,25,27,131,88678
3,25,27,122,71767
4,25,27,122,71767
5,25,27,147,98354
6,25,27,147,98354
7,25,27,131,45482
1,25,28,58,39073
2,25,28,58,39073
3,25,28,54,31622
4,25,28,54,31622
5,25,28,65,43336
6,25,28,65,43336
7,25,28,58,20040
1,25,29,50,34044
2,25,29,50,34044
3,25,29,47,27552
4,25,29,47,27552
5,25,29,56,37759
6,25,29,56,37759
7,25,29,50,17461
1,25,30,43,28901
2,25,30,43,28901
3,25,30,40,23389
4,25,30,40,23389
5,25,30,48,32054
6,25,30,48,32054
7,25,30,43,14823
1,25,31,21,14297
2,25,31,21,14297
3,25,31,20,11570
4,25,31,20,11570
5,25,31,24,15857
6,25,31,24,15857
7,25,31,21,7333
1,25,32,93,63265
2,25,32,93,63265
3,25,32,87,51200
4,25,32,87,51200
5,25,32,105,70168
6,25,32,105,70168
7,25,32,93,32448
1,25,33,16,10756
2,25,33,16,10756
3,25,33,15,8705
4,25,33,15,8705
5,25,33,18,11930
6,25,33,18,11930
7,25,33,16,5517
1,25,34,83,56231
2,25,34,83,56231
3,25,34,77,45508
4,25,34,77,45508
5,25,34,93,62367
6,25,34,93,62367
7,25,34,83,28841
1,25,35,121,82381
2,25,35,121,82381
3,25,35,113,66671
4,25,35,113,66671
5,25,35,137,91370
6,25,35,137,91370
7,25,35,121,42253
1,25,36,80,54243
2,25,36,80,54243
3,25,36,74,43898
4,25,36,74,43898
5,25,36,90,60161
6,25,36,90,60161
7,25,36,80,27821
1,25,37,139,94444
2,25,37,139,94444
3,25,37,130,76433
4,25,37,130,76433
5,25,37,157,104749
6,25,37,157,104749
7,25,37,139,48439
1,25,38,133,90521
2,25,38,133,90521
3,25,38,124,73259
4,25,38,124,73259
5,25,38,150,100399
6,25,38,150,100399
7,25,38,133,46428
1,25,39,81,55197
2,25,39,81,55197
3,25,39,76,44671
4,25,39,76,44671
5,25,39,91,61219
6,25,39,91,61219
7,25,39,81,28310
1,26,1,27,18076
