%  number of nodes
39
%  number of vehicles
3
%  for each vehicle: vehicle index, home node, starting time, capacity
1,8,125,13200
2,13,106,13200
3,31,0,16500
% number of calls
7
%  for each vehicle, vehicle index, and then a list of calls that can be transported using that vehicle
1,1,3,7
2,1,3,7
3,1,2,3,4,5,6,7
% for each call: call index, origin node, destination node, size, cost of not transporting, lowerbound timewindow for pickup, upper_timewindow for pickup, lowerbound timewindow for delivery, upper_timewindow for delivery
1,17,37,4601,790000,345,417,345,1006
2,33,36,13444,430790,96,168,96,529
3,17,27,6596,200354,715,787,715,1089
4,6,1,11052,275455,0,72,0,435
5,38,33,6643,642740,107,179,107,593
6,10,38,14139,587198,300,372,300,801
7,26,6,5310,359885,178,250,178,567
%  travel times and costs: vehicle, origin node, destination node, travel time (in hours), travel cost (in Euro)
1,21,34,85,57932
2,21,34,85,57932
3,21,34,79,46884
1,21,35,124,84082
2,21,35,124,84082
3,21,35,115,68047
1,21,36,82,55943
2,21,36,82,55943
3,21,36,77,45275
1,21,37,142,96144
2,21,37,142,96144
3,21,37,132,77809
1,21,38,136,92222
2,21,38,136,92222
3,21,38,127,74635
1,21,39,84,56897
2,21,39,84,56897
3,21,39,78,46047
1,22,1,21,14128
2,22,1,21,14128
3,22,1,19,11434
1,22,2,87,59080
2,22,2,87,59080
3,22,2,81,47813
1,22,3,35,23980
2,22,3,35,23980
3,22,3,33,19407
1,22,4,150,101837
2,22,4,150,101837
3,22,4,140,82417
1,22,5,83,56049
2,22,5,83,56049
3,22,5,77,45361
1,22,6,40,26961
2,22,6,40,26961
3,22,6,37,21819
1,22,7,38,25494
2,22,7,38,25494
3,22,7,35,20632
1,22,8,19,12955
2,22,8,19,12955
3,22,8,18,10485
1,22,9,39,26506
2,22,9,39,26506
3,22,9,36,21451
1,22,10,132,89811
2,22,10,132,89811
3,22,10,123,72684
1,22,11,126,85489
2,22,11,126,85489
3,22,11,117,69186
1,22,12,79,53802
2,22,12,79,53802
3,22,12,74,43542
1,22,13,75,50574
2,22,13,75,50574
3,22,13,69,40929
1,22,14,40,27084
2,22,14,40,27084
3,22,14,37,21919
1,22,15,44,29687
2,22,15,44,29687
3,22,15,41,24026
1,22,16,38,25474
2,22,16,38,25474
3,22,16,35,20616
1,22,17,20,13561
2,22,17,20,13561
3,22,17,19,10975
1,22,18,74,50222
2,22,18,74,50222
3,22,18,69,40645
1,22,19,34,23260
2,22,19,34,23260
3,22,19,32,18824
1,22,20,112,75683
2,22,20,112,75683
3,22,20,104,61250
1,22,21,113,76950
2,22,21,113,76950
3,22,21,106,62275
1,22,22,0,0
2,22,22,0,0
3,22,22,0,0
1,22,23,2,1403
2,22,23,2,1403
3,22,23,2,1135
1,22,24,0,0
2,22,24,0,0
3,22,24,0,0
1,22,25,114,77548
2,22,25,114,77548
3,22,25,106,62759
1,22,26,43,29125
2,22,26,43,29125
3,22,26,40,23571
1,22,27,24,16404
2,22,27,24,16404
3,22,27,23,13275
1,22,28,61,41066
2,22,28,61,41066
3,22,28,56,33235
1,22,29,161,109231
2,22,29,161,109231
3,22,29,150,88400
1,22,30,86,58415
2,22,30,86,58415
3,22,30,80,47275
1,22,31,95,64779
2,22,31,95,64779
3,22,31,89,52426
1,22,32,24,16168
2,22,32,24,16168
3,22,32,22,13085
1,22,33,129,87888
2,22,33,129,87888
3,22,33,121,71128
1,22,34,196,133363
2,22,34,196,133363
3,22,34,183,107931
1,22,35,235,159513
2,22,35,235,159513
3,22,35,219,129094
1,22,36,194,131375
2,22,36,194,131375
3,22,36,180,106321
1,22,37,253,171576
2,22,37,253,171576
3,22,37,235,138856
1,22,38,247,167654
2,22,38,247,167654
3,22,38,230,135681
1,22,39,195,132329
2,22,39,195,132329
3,22,39,182,107093
1,23,1,19,12941
2,23,1,19,12941
3,23,1,18,10473
1,23,2,85,57893
2,23,2,85,57893
3,23,2,79,46853
1,23,3,34,22793
2,23,3,34,22793
3,23,3,31,18446
1,23,4,148,100651
2,23,4,148,100651
3,23,4,138,81456
1,23,5,81,54863
2,23,5,81,54863
3,23,5,75,44400
1,23,6,38,25774
2,23,6,38,25774
3,23,6,35,20859
1,23,7,36,24308
2,23,7,36,24308
3,23,7,33,19672
1,23,8,17,11769
2,23,8,17,11769
3,23,8,16,9524
1,23,9,37,25319
2,23,9,37,25319
3,23,9,35,20491
1,23,10,131,88624
2,23,10,131,88624
3,23,10,122,71723
1,23,11,124,84302
2,23,11,124,84302
3,23,11,116,68225
1,23,12,78,52615
2,23,12,78,52615
3,23,12,72,42581
1,23,13,73,49387
2,23,13,73,49387
3,23,13,68,39969
1,23,14,38,25897
2,23,14,38,25897
3,23,14,36,20959
1,23,15,42,28501
2,23,15,42,28501
3,23,15,39,23065
1,23,16,36,24287
2,23,16,36,24287
3,23,16,33,19655
1,23,17,18,12375
2,23,17,18,12375
3,23,17,17,10015
1,23,18,72,49035
2,23,18,72,49035
3,23,18,67,39684
1,23,19,33,22073
2,23,19,33,22073
3,23,19,30,17864
1,23,20,110,74496
2,23,20,110,74496
3,23,20,102,60290
1,23,21,112,75763
2,23,21,112,75763
3,23,21,104,61315
1,23,22,2,1403
2,23,22,2,1403
3,23,22,2,1135
1,23,23,0,0
2,23,23,0,0
3,23,23,0,0
1,23,24,2,1403
2,23,24,2,1403
3,23,24,2,1135
1,23,25,113,76361
2,23,25,113,76361
3,23,25,105,61799
1,23,26,41,27938
2,23,26,41,27938
3,23,26,38,22611
1,23,27,22,15217
2,23,27,22,15217
3,23,27,21,12315
1,23,28,59,39880
2,23,28,59,39880
3,23,28,55,32274
1,23,29,159,108044
2,23,29,159,108044
3,23,29,148,87440
1,23,30,84,57228
2,23,30,84,57228
3,23,30,78,46315
1,23,31,94,63593
2,23,31,94,63593
3,23,31,87,51465
1,23,32,22,14981
2,23,32,22,14981
3,23,32,21,12124
1,23,33,128,86702
2,23,33,128,86702
3,23,33,119,70167
1,23,34,195,132177
2,23,34,195,132177
3,23,34,181,106970
1,23,35,233,158327
2,23,35,233,158327
3,23,35,217,128133
1,23,36,192,130188
2,23,36,192,130188
3,23,36,179,105361
1,23,37,251,170389
2,23,37,251,170389
3,23,37,234,137895
1,23,38,245,166467
2,23,38,245,166467
3,23,38,228,134721
1,23,39,193,131142
2,23,39,193,131142
3,23,39,180,106133
1,24,1,21,14128
2,24,1,21,14128
3,24,1,19,11434
1,24,2,87,59080
2,24,2,87,59080
3,24,2,81,47813
1,24,3,35,23980
2,24,3,35,23980
3,24,3,33,19407
1,24,4,150,101837
2,24,4,150,101837
3,24,4,140,82417
1,24,5,83,56049
2,24,5,83,56049
3,24,5,77,45361
1,24,6,40,26961
2,24,6,40,26961
3,24,6,37,21819
1,24,7,38,25494
2,24,7,38,25494
3,24,7,35,20632
1,24,8,19,12955
2,24,8,19,12955
3,24,8,18,10485
1,24,9,39,26506
2,24,9,39,26506
3,24,9,36,21451
1,24,10,132,89811
2,24,10,132,89811
3,24,10,123,72684
1,24,11,126,85489
2,24,11,126,85489
3,24,11,117,69186
1,24,12,79,53802
2,24,12,79,53802
3,24,12,74,43542
1,24,13,75,50574
2,24,13,75,50574
3,24,13,69,40929
1,24,14,40,27084
2,24,14,40,27084
3,24,14,37,21919
1,24,15,44,29687
2,24,15,44,29687
3,24,15,41,24026
1,24,16,38,25474
2,24,16,38,25474
3,24,16,35,20616
1,24,17,20,13561
2,24,17,20,13561
3,24,17,19,10975
1,24,18,74,50222
2,24,18,74,50222
3,24,18,69,40645
1,24,19,34,23260
2,24,19,34,23260
3,24,19,32,18824
1,24,20,112,75683
2,24,20,112,75683
3,24,20,104,61250
1,24,21,113,76950
2,24,21,113,76950
3,24,21,106,62275
1,24,22,0,0
2,24,22,0,0
3,24,22,0,0
1,24,23,2,1403
2,24,23,2,1403
3,24,23,2,1135
1,24,24,0,0
2,24,24,0,0
3,24,24,0,0
1,24,25,114,77548
2,24,25,114,77548
3,24,25,106,62759
1,24,26,43,29125
2,24,26,43,29125
3,24,26,40,23571
1,24,27,24,16404
2,24,27,24,16404
3,24,27,23,13275
1,24,28,61,41066
2,24,28,61,41066
3,24,28,56,33235
1,24,29,161,109231
2,24,29,161,109231
3,24,29,150,88400
1,24,30,86,58415
2,24,30,86,58415
3,24,30,80,47275
1,24,31,95,64779
2,24,31,95,64779
3,24,31,89,52426
1,24,32,24,16168
2,24,32,24,16168
3,24,32,22,13085
1,24,33,129,87888
2,24,33,129,87888
3,24,33,121,71128
1,24,34,196,133363
2,24,34,196,133363
3,24,34,183,107931
1,24,35,235,159513
2,24,35,235,159513
3,24,35,219,129094
1,24,36,194,131375
2,24,36,194,131375
3,24,36,180,106321
1,24,37,253,171576
2,24,37,253,171576
3,24,37,235,138856
1,24,38,247,167654
2,24,38,247,167654
3,24,38,230,135681
1,24,39,195,132329
2,24,39,195,132329
3,24,39,182,107093
1,25,1,98,66498
2,25,1,98,66498
3,25,1,91,53817
1,25,2,46,30917
2,25,2,46,30917
3,25,2,42,25021
1,25,3,83,56012
2,25,3,83,56012
3,25,3,77,45331
1,25,4,36,24705
2,25,4,36,24705
3,25,4,34,19994
1,25,5,76,51598
2,25,5,76,51598
3,25,5,71,41758
1,25,6,81,55220
2,25,6,81,55220
3,25,6,76,44689
1,25,7,78,52778
2,25,7,78,52778
3,25,7,72,42713
1,25,8,101,68526
2,25,8,101,68526
3,25,8,94,55458
1,25,9,146,99045
2,25,9,146,99045
3,25,9,136,80157
1,25,10,19,12679
2,25,10,19,12679
3,25,10,17,10261
1,25,11,12,8357
2,25,11,12,8357
3,25,11,11,6763
1,25,12,53,35794
2,25,12,53,35794
3,25,12,49,28968
1,25,13,53,35879
2,25,13,53,35879
3,25,13,49,29037
1,25,14,75,50964
2,25,14,75,50964
3,25,14,70,41245
1,25,15,93,62940
2,25,15,93,62940
3,25,15,86,50937
1,25,16,79,53733
2,25,16,79,53733
3,25,16,74,43486
1,25,17,126,85446
2,25,17,126,85446
3,25,17,117,69151
1,25,18,149,100948
2,25,18,149,100948
3,25,18,138,81697
1,25,19,111,75055
2,25,19,111,75055
3,25,19,103,60741
1,25,20,4,2983
2,25,20,4,2983
3,25,20,4,2414
1,25,21,3,1736
2,25,21,3,1736
3,25,21,2,1405
1,25,22,114,77548
2,25,22,114,77548
3,25,22,106,62759
1,25,23,113,76361
2,25,23,113,76361
3,25,23,105,61799
1,25,24,114,77548
2,25,24,114,77548
3,25,24,106,62759
1,25,25,0,0
2,25,25,0,0
3,25,25,0,0
1,25,26,77,52602
2,25,26,77,52602
3,25,26,72,42570
1,25,27,131,88678
2,25,27,131,88678
3,25,27,122,71767
1,25,28,58,39073
2,25,28,58,39073
3,25,28,54,31622
1,25,29,50,34044
2,25,29,50,34044
3,25,29,47,27552
1,25,30,43,28901
2,25,30,43,28901
3,25,30,40,23389
1,25,31,21,14297
2,25,31,21,14297
3,25,31,20,11570
1,25,32,93,63265
2,25,32,93,63265
3,25,32,87,51200
1,25,33,16,10756
2,25,33,16,10756
3,25,33,15,8705
1,25,34,83,56231
2,25,34,83,56231
3,25,34,77,45508
1,25,35,121,82381
2,25,35,121,82381
3,25,35,113,66671
1,25,36,80,54243
2,25,36,80,54243
3,25,36,74,43898
1,25,37,139,94444
2,25,37,139,94444
3,25,37,130,76433
1,25,38,133,90521
2,25,38,133,90521
3,25,38,124,73259
1,25,39,81,55197
2,25,39,81,55197
3,25,39,76,44671
1,26,1,27,18076
2,26,1,27,18076
3,26,1,25,14629
1,26,2,50,34134
2,26,2,50,34134
3,26,2,47,27624
1,26,3,12,8073
2,26,3,12,8073
3,26,3,11,6533
1,26,4,113,76891
2,26,4,113,76891
3,26,4,105,62228
1,26,5,46,31103
2,26,5,46,31103
3,26,5,43,25172
1,26,6,11,7783
2,26,6,11,7783
3,26,6,11,6299
1,26,7,8,5417
2,26,7,8,5417
3,26,7,7,4384
1,26,8,30,20103
2,26,8,30,20103
3,26,8,28,16269
1,26,9,75,50622
2,26,9,75,50622
3,26,9,69,40968
1,26,10,96,64865
2,26,10,96,64865
3,26,10,89,52495
1,26,11,89,60542
2,26,11,89,60542
3,26,11,83,48997
1,26,12,43,28855
2,26,12,43,28855
3,26,12,40,23353
1,26,13,38,25628
2,26,13,38,25628
3,26,13,35,20740
1,26,14,6,4173
2,26,14,6,4173
3,26,14,6,3377
1,26,15,20,13790
2,26,15,20,13790
3,26,15,19,11160
1,26,16,9,6296
2,26,16,9,6296
3,26,16,9,5096
1,26,17,55,37024
2,26,17,55,37024
3,26,17,51,29963
1,26,18,77,52215
2,26,18,77,52215
3,26,18,72,42257
1,26,19,38,25942
2,26,19,38,25942
3,26,19,36,20995
1,26,20,75,50737
2,26,20,75,50737
3,26,20,70,41061
1,26,21,77,52004
2,26,21,77,52004
3,26,21,71,42087
1,26,22,43,29125
2,26,22,43,29125
3,26,22,40,23571
1,26,23,41,27938
2,26,23,41,27938
3,26,23,38,22611
1,26,24,43,29125
2,26,24,43,29125
3,26,24,40,23571
1,26,25,77,52602
2,26,25,77,52602
3,26,25,72,42570
1,26,26,0,0
2,26,26,0,0
3,26,26,0,0
1,26,27,59,40255
2,26,27,59,40255
3,26,27,55,32578
1,26,28,24,16120
2,26,28,24,16120
3,26,28,22,13046
1,26,29,124,84284
2,26,29,124,84284
3,26,29,116,68211
1,26,30,49,33469
2,26,30,49,33469
3,26,30,46,27086
1,26,31,59,39833
2,26,31,59,39833
3,26,31,55,32237
1,26,32,22,14842
2,26,32,22,14842
3,26,32,20,12012
1,26,33,93,62942
2,26,33,93,62942
3,26,33,86,50939
1,26,34,160,108417
2,26,34,160,108417
3,26,34,149,87742
1,26,35,198,134567
2,26,35,198,134567
3,26,35,185,108905
1,26,36,157,106428
2,26,36,157,106428
3,26,36,146,86132
1,26,37,216,146629
2,26,37,216,146629
3,26,37,201,118667
1,26,38,210,142707
2,26,38,210,142707
3,26,38,196,115493
1,26,39,158,107382
2,26,39,158,107382
3,26,39,147,86904
1,27,1,37,25258
2,27,1,37,25258
3,27,1,35,20441
1,27,2,103,70210
2,27,2,103,70210
3,27,2,96,56821
1,27,3,52,35109
2,27,3,52,35109
3,27,3,48,28414
1,27,4,166,112967
2,27,4,166,112967
3,27,4,155,91424
1,27,5,99,67179
2,27,5,99,67179
3,27,5,92,54368
1,27,6,56,38091
2,27,6,56,38091
3,27,6,52,30827
1,27,7,54,36624
2,27,7,54,36624
3,27,7,50,29640
1,27,8,35,24085
2,27,8,35,24085
3,27,8,33,19492
1,27,9,22,14596
2,27,9,22,14596
3,27,9,20,11812
1,27,10,149,100941
2,27,10,149,100941
3,27,10,138,81691
1,27,11,142,96619
2,27,11,142,96619
3,27,11,133,78193
1,27,12,96,64932
2,27,12,96,64932
3,27,12,89,52549
1,27,13,91,61704
2,27,13,91,61704
3,27,13,85,49937
1,27,14,56,38214
2,27,14,56,38214
3,27,14,52,30926
1,27,15,60,40817
2,27,15,60,40817
3,27,15,56,33033
1,27,16,54,36603
2,27,16,54,36603
3,27,16,50,29623
1,27,17,9,5792
2,27,17,9,5792
3,27,17,8,4687
1,27,18,91,61539
2,27,18,91,61539
3,27,18,84,49803
1,27,19,51,34577
2,27,19,51,34577
3,27,19,47,27983
1,27,20,128,86813
2,27,20,128,86813
3,27,20,119,70258
1,27,21,130,88080
2,27,21,130,88080
3,27,21,121,71283
1,27,22,24,16404
2,27,22,24,16404
3,27,22,23,13275
1,27,23,22,15217
2,27,23,22,15217
3,27,23,21,12315
1,27,24,24,16404
2,27,24,24,16404
3,27,24,23,13275
1,27,25,131,88678
2,27,25,131,88678
3,27,25,122,71767
1,27,26,59,40255
2,27,26,59,40255
3,27,26,55,32578
1,27,27,0,0
2,27,27,0,0
3,27,27,0,0
1,27,28,77,52196
2,27,28,77,52196
3,27,28,72,42242
1,27,29,177,120360
2,27,29,177,120360
3,27,29,165,97407
1,27,30,102,69545
2,27,30,102,69545
3,27,30,95,56283
1,27,31,112,75909
2,27,31,112,75909
3,27,31,104,61433
1,27,32,40,27298
2,27,32,40,27298
3,27,32,37,22092
1,27,33,146,99018
2,27,33,146,99018
3,27,33,136,80135
1,27,34,213,144493
2,27,34,213,144493
3,27,34,198,116938
1,27,35,251,170643
2,27,35,251,170643
3,27,35,234,138101
1,27,36,210,142505
2,27,36,210,142505
3,27,36,195,115329
1,27,37,269,182706
2,27,37,269,182706
3,27,37,251,147863
1,27,38,263,178783
2,27,38,263,178783
3,27,38,245,144689
1,27,39,211,143459
2,27,39,211,143459
3,27,39,197,116101
1,28,1,44,30017
2,28,1,44,30017
3,28,1,41,24293
1,28,2,31,21154
2,28,2,31,21154
3,28,2,29,17120
1,28,3,29,19531
2,28,3,29,19531
3,28,3,27,15806
1,28,4,93,63362
2,28,4,93,63362
3,28,4,87,51279
1,28,5,23,15308
2,28,5,23,15308
3,28,5,21,12388
1,28,6,28,18783
2,28,6,28,18783
3,28,6,26,15201
1,28,7,24,16343
2,28,7,24,16343
3,28,7,22,13226
1,28,8,47,32044
2,28,8,47,32044
3,28,8,44,25933
1,28,9,92,62563
2,28,9,92,62563
3,28,9,86,50632
1,28,10,76,51336
2,28,10,76,51336
3,28,10,70,41546
1,28,11,69,47013
2,28,11,69,47013
3,28,11,64,38048
1,28,12,23,15875
2,28,12,23,15875
3,28,12,22,12848
1,28,13,19,12648
2,28,13,19,12648
3,28,13,17,10236
1,28,14,21,14549
2,28,14,21,14549
3,28,14,20,11774
1,28,15,39,26459
2,28,15,39,26459
3,28,15,36,21413
1,28,16,25,17295
2,28,16,25,17295
3,28,16,24,13997
1,28,17,72,48965
2,28,17,72,48965
3,28,17,67,39627
1,28,18,96,64883
2,28,18,96,64883
3,28,18,89,52510
1,28,19,57,38573
2,28,19,57,38573
3,28,19,53,31217
1,28,20,55,37208
2,28,20,55,37208
3,28,20,51,30112
1,28,21,57,38475
2,28,21,57,38475
3,28,21,53,31138
1,28,22,61,41066
2,28,22,61,41066
3,28,22,56,33235
1,28,23,59,39880
2,28,23,59,39880
3,28,23,55,32274
1,28,24,61,41066
2,28,24,61,41066
3,28,24,56,33235
1,28,25,58,39073
2,28,25,58,39073
3,28,25,54,31622
1,28,26,24,16120
2,28,26,24,16120
3,28,26,22,13046
1,28,27,77,52196
2,28,27,77,52196
3,28,27,72,42242
1,28,28,0,0
2,28,28,0,0
3,28,28,0,0
1,28,29,104,70756
2,28,29,104,70756
3,28,29,97,57262
1,28,30,30,20489
2,28,30,30,20489
3,28,30,28,16581
1,28,31,39,26304
2,28,31,39,26304
3,28,31,36,21288
1,28,32,39,26783
2,28,32,39,26783
3,28,32,37,21676
1,28,33,73,49413
2,28,33,73,49413
3,28,33,68,39990
1,28,34,140,94888
2,28,34,140,94888
3,28,34,130,76793
1,28,35,178,121038
2,28,35,178,121038
3,28,35,166,97956
1,28,36,137,92900
2,28,36,137,92900
3,28,36,127,75183
1,28,37,196,133100
2,28,37,196,133100
3,28,37,183,107718
1,28,38,190,129178
2,28,38,190,129178
3,28,38,177,104544
1,28,39,138,93854
2,28,39,138,93854
3,28,39,129,75955
1,29,1,145,98181
2,29,1,145,98181
3,29,1,135,79458
1,29,2,92,62600
2,29,2,92,62600
3,29,2,86,50662
1,29,3,129,87695
2,29,3,129,87695
3,29,3,120,70971
1,29,4,70,47332
2,29,4,70,47332
3,29,4,65,38305
1,29,5,123,83210
2,29,5,123,83210
3,29,5,114,67342
1,29,6,128,86903
2,29,6,128,86903
3,29,6,119,70330
1,29,7,124,84461
2,29,7,124,84461
3,29,7,116,68354
1,29,8,148,100208
2,29,8,148,100208
3,29,8,137,81098
1,29,9,193,130727
2,29,9,193,130727
3,29,9,179,105797
1,29,10,52,35339
2,29,10,52,35339
3,29,10,48,28600
1,29,11,51,34944
2,29,11,51,34944
3,29,11,48,28280
1,29,12,99,67476
2,29,12,99,67476
3,29,12,93,54608
1,29,13,100,67562
2,29,13,100,67562
3,29,13,93,54677
1,29,14,122,82647
2,29,14,122,82647
3,29,14,113,66886
1,29,15,139,94623
2,29,15,139,94623
3,29,15,130,76578
1,29,16,126,85416
2,29,16,126,85416
3,29,16,117,69127
1,29,17,173,117129
2,29,17,173,117129
3,29,17,161,94792
1,29,18,194,131467
2,29,18,194,131467
3,29,18,180,106396
1,29,19,157,106737
2,29,19,157,106737
3,29,19,146,86382
1,29,20,53,35807
2,29,20,53,35807
3,29,20,49,28978
1,29,21,52,35526
2,29,21,52,35526
3,29,21,49,28751
1,29,22,161,109231
2,29,22,161,109231
3,29,22,150,88400
1,29,23,159,108044
2,29,23,159,108044
3,29,23,148,87440
1,29,24,161,109231
2,29,24,161,109231
3,29,24,150,88400
1,29,25,50,34044
2,29,25,50,34044
3,29,25,47,27552
1,29,26,124,84284
2,29,26,124,84284
3,29,26,116,68211
1,29,27,177,120360
2,29,27,177,120360
3,29,27,165,97407
1,29,28,104,70756
2,29,28,104,70756
3,29,28,97,57262
1,29,29,0,0
2,29,29,0,0
3,29,29,0,0
1,29,30,89,60584
2,29,30,89,60584
3,29,30,83,49030
1,29,31,68,46303
2,29,31,68,46303
3,29,31,64,37473
1,29,32,140,94948
2,29,32,140,94948
3,29,32,130,76841
1,29,33,51,34553
2,29,33,51,34553
3,29,33,47,27963
1,29,34,116,78858
2,29,34,116,78858
3,29,34,108,63819
1,29,35,155,104989
2,29,35,155,104989
3,29,35,144,84968
1,29,36,113,76869
2,29,36,113,76869
3,29,36,105,62210
1,29,37,172,117068
2,29,37,172,117068
3,29,37,161,94743
1,29,38,167,113146
2,29,38,167,113146
3,29,38,155,91568
1,29,39,115,77823
2,29,39,115,77823
3,29,39,107,62982
1,30,1,70,47366
2,30,1,70,47366
3,30,1,65,38333
1,30,2,3,2090
2,30,2,3,2090
3,30,2,3,1691
1,30,3,54,36880
2,30,3,54,36880
3,30,3,51,29846
1,30,4,78,53190
2,30,4,78,53190
3,30,4,73,43047
1,30,5,50,33799
2,30,5,50,33799
3,30,5,46,27354
1,30,6,53,36087
2,30,6,53,36087
3,30,6,50,29205
1,30,7,50,33646
2,30,7,50,33646
3,30,7,46,27229
1,30,8,73,49393
2,30,8,73,49393
3,30,8,68,39973
1,30,9,118,79912
2,30,9,118,79912
3,30,9,110,64673
1,30,10,61,41164
2,30,10,61,41164
3,30,10,56,33314
1,30,11,54,36842
2,30,11,54,36842
3,30,11,51,29816
1,30,12,15,9884
2,30,12,15,9884
3,30,12,14,7999
1,30,13,18,12220
2,30,13,18,12220
3,30,13,17,9890
1,30,14,47,31832
2,30,14,47,31832
3,30,14,44,25761
1,30,15,65,43807
2,30,15,65,43807
3,30,15,60,35453
1,30,16,51,34600
2,30,16,51,34600
3,30,16,47,28002
1,30,17,98,66313
2,30,17,98,66313
3,30,17,91,53667
1,30,18,121,82232
2,30,18,121,82232
3,30,18,113,66550
1,30,19,82,55922
2,30,19,82,55922
3,30,19,77,45257
1,30,20,40,27036
2,30,20,40,27036
3,30,20,37,21880
1,30,21,42,28303
2,30,21,42,28303
3,30,21,39,22905
1,30,22,86,58415
2,30,22,86,58415
3,30,22,80,47275
1,30,23,84,57228
2,30,23,84,57228
3,30,23,78,46315
1,30,24,86,58415
2,30,24,86,58415
3,30,24,80,47275
1,30,25,43,28901
2,30,25,43,28901
3,30,25,40,23389
1,30,26,49,33469
2,30,26,49,33469
3,30,26,46,27086
1,30,27,102,69545
2,30,27,102,69545
3,30,27,95,56283
1,30,28,30,20489
2,30,28,30,20489
3,30,28,28,16581
1,30,29,89,60584
2,30,29,89,60584
3,30,29,83,49030
1,30,30,0,0
2,30,30,0,0
3,30,30,0,0
1,30,31,24,16132
2,30,31,24,16132
3,30,31,22,13056
1,30,32,65,44132
2,30,32,65,44132
3,30,32,61,35716
1,30,33,58,39241
2,30,33,58,39241
3,30,33,54,31758
1,30,34,125,84716
2,30,34,125,84716
3,30,34,116,68561
1,30,35,163,110866
2,30,35,163,110866
3,30,35,152,89724
1,30,36,122,82728
2,30,36,122,82728
3,30,36,113,66951
1,30,37,181,122928
2,30,37,181,122928
3,30,37,169,99486
1,30,38,175,119006
2,30,38,175,119006
3,30,38,163,96311
1,30,39,123,83682
2,30,39,123,83682
3,30,39,115,67723
1,31,1,79,53730
2,31,1,79,53730
3,31,1,74,43483
1,31,2,27,18149
2,31,2,27,18149
3,31,2,25,14688
1,31,3,64,43244
2,31,3,64,43244
3,31,3,59,34997
1,31,4,57,38586
2,31,4,57,38586
3,31,4,53,31228
1,31,5,57,38830
2,31,5,57,38830
3,31,5,53,31425
1,31,6,63,42452
2,31,6,63,42452
3,31,6,58,34356
1,31,7,59,40010
2,31,7,59,40010
3,31,7,55,32380
1,31,8,82,55757
2,31,8,82,55757
3,31,8,76,45124
1,31,9,127,86276
2,31,9,127,86276
3,31,9,118,69823
1,31,10,39,26560
2,31,10,39,26560
3,31,10,36,21495
1,31,11,33,22237
2,31,11,33,22237
3,31,11,31,17997
1,31,12,34,23025
2,31,12,34,23025
3,31,12,32,18634
1,31,13,34,23110
2,31,13,34,23110
3,31,13,32,18703
1,31,14,56,38196
2,31,14,56,38196
3,31,14,52,30912
1,31,15,74,50172
2,31,15,74,50172
3,31,15,69,40604
1,31,16,60,40965
2,31,16,60,40965
3,31,16,56,33153
1,31,17,107,72678
2,31,17,107,72678
3,31,17,100,58818
1,31,18,130,88180
2,31,18,130,88180
3,31,18,121,71364
1,31,19,92,62286
2,31,19,92,62286
3,31,19,85,50408
1,31,20,18,12432
2,31,20,18,12432
3,31,20,17,10061
1,31,21,20,13699
2,31,21,20,13699
3,31,21,19,11086
1,31,22,95,64779
2,31,22,95,64779
3,31,22,89,52426
1,31,23,94,63593
2,31,23,94,63593
3,31,23,87,51465
1,31,24,95,64779
2,31,24,95,64779
3,31,24,89,52426
1,31,25,21,14297
2,31,25,21,14297
3,31,25,20,11570
1,31,26,59,39833
2,31,26,59,39833
3,31,26,55,32237
1,31,27,112,75909
2,31,27,112,75909
3,31,27,104,61433
1,31,28,39,26304
2,31,28,39,26304
3,31,28,36,21288
1,31,29,68,46303
2,31,29,68,46303
3,31,29,64,37473
1,31,30,24,16132
2,31,30,24,16132
3,31,30,22,13056
1,31,31,0,0
2,31,31,0,0
3,31,31,0,0
1,31,32,74,50496
2,31,32,74,50496
3,31,32,69,40867
1,31,33,36,24637
2,31,33,36,24637
3,31,33,34,19939
1,31,34,103,70112
2,31,34,103,70112
3,31,34,96,56742
1,31,35,142,96262
2,31,35,142,96262
3,31,35,132,77905
1,31,36,100,68123
2,31,36,100,68123
3,31,36,93,55132
1,31,37,160,108324
2,31,37,160,108324
3,31,37,149,87667
1,31,38,154,104402
2,31,38,154,104402
3,31,38,143,84492
1,31,39,102,69078
2,31,39,102,69078
3,31,39,95,55904
1,32,1,8,5119
2,32,1,8,5119
3,32,1,7,4142
1,32,2,66,44797
2,32,2,66,44797
3,32,2,61,36254
1,32,3,14,9697
2,32,3,14,9697
3,32,3,13,7847
1,32,4,129,87554
2,32,4,129,87554
3,32,4,120,70857
1,32,5,62,41766
2,32,5,62,41766
3,32,5,57,33801
1,32,6,19,12678
2,32,6,19,12678
3,32,6,17,10260
1,32,7,17,11211
2,32,7,17,11211
3,32,7,15,9073
1,32,8,11,7146
2,32,8,11,7146
3,32,8,10,5783
1,32,9,55,37665
2,32,9,55,37665
3,32,9,52,30482
1,32,10,111,75528
2,32,10,111,75528
3,32,10,104,61125
1,32,11,105,71206
2,32,11,105,71206
3,32,11,98,57626
1,32,12,58,39519
2,32,12,58,39519
3,32,12,54,31982
1,32,13,53,36291
2,32,13,53,36291
3,32,13,50,29370
1,32,14,19,12801
2,32,14,19,12801
3,32,14,18,10360
1,32,15,24,16006
2,32,15,24,16006
3,32,15,22,12954
1,32,16,16,11191
2,32,16,16,11191
3,32,16,15,9057
1,32,17,35,24066
2,32,17,35,24066
